ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Genre Principal;Genres Secondaires;Image-URL-L;Moyenne_Adolescent 12-17;Moyenne_Adulte 26-35;Moyenne_Adulte 36-50;Moyenne_Enfant 1-12;Moyenne_Jeune adulte 18-25;Moyenne_Senior 50+
1571741038;Conversations With God : An Uncommon Dialogue (Book #3);Neale Donald Walsch;1998-01-01;Hampton Roads Publishing Company;Spirituality;Nonfiction, Religion, Philosophy, Self Help, Spirituality, New Age, Inspirational, Self Help, Personal Development, Philosophy, Metaphysics, Christian;http://images.amazon.com/images/P/1571741038.01.LZZZZZZZ.jpg;;10.0;9.0;;;
1572702567;The Great Gatsby (Audio Editions);F. Scott Fitzgerald;2002-01-01;Audio Partners;Classics;Fiction, Academic, School, Historical, Historical Fiction, Literature, Romance, Novels, Academic, Read For School, Young Adult, High School, Literature, American;http://images.amazon.com/images/P/1572702567.01.LZZZZZZZ.jpg;;;8.0;;;
1573220825;An Instance of the Fingerpost;Iain Pears;1998-01-01;Putnam Pub Group;Historical;Historical Fiction, Fiction, Mystery, Historical, Mystery, Crime, Mystery, Historical Mystery, Thriller, Mystery Thriller, European Literature, British Literature, Thriller, Novels;http://images.amazon.com/images/P/1573220825.01.LZZZZZZZ.jpg;;10.0;7.5;;;
1573221112;The Art of Happiness: A Handbook for Living;Dalai Lama;1998-01-01;Penguin Putnam;Nonfiction;Philosophy, Spirituality, Self Help, Religion, Buddhism, Psychology, Religion, Self Help, Personal Development, Inspirational, Biography;http://images.amazon.com/images/P/1573221112.01.LZZZZZZZ.jpg;;8.25;8.8125;;7.0;
1573223565;Songbook;Nick Hornby;2003-01-01;Riverhead Books;Music;Nonfiction, Writing, Essays, Autobiography, Memoir, Short Stories, Contemporary, Culture, Pop Culture, European Literature, British Literature, Humor, Biography;http://images.amazon.com/images/P/1573223565.01.LZZZZZZZ.jpg;;8.0;8.0;;8.5;
1573225053;Desolation Angels;Jack Kerouac;1995-01-01;Riverhead Books;Fiction;Classics, Literature, Novels, Literature, American, Travel, Literary Fiction, Literature, 20th Century, The United States Of America, Contemporary;http://images.amazon.com/images/P/1573225053.01.LZZZZZZZ.jpg;;8.5;;;7.333333333333333;
1573225207;Illuminata: A Return to Prayer;Marianne Williamson;1995-01-01;Riverhead Books;Spirituality;Nonfiction, Self Help, Religion, Poetry, Inspirational, Prayer, Christian, Psychology, Spirituality, New Age;http://images.amazon.com/images/P/1573225207.01.LZZZZZZZ.jpg;;9.0;6.0;;;
1573225789;The Color of Water: A Black Man's Tribute to His White Mother;James McBride;1997-01-01;Riverhead Books;Nonfiction;Autobiography, Memoir, Biography, Race, Cultural, African American, Biography Memoir, Biography, Autobiography, Academic, School, Book Club, Audiobook;http://images.amazon.com/images/P/1573225789.01.LZZZZZZZ.jpg;;8.914285714285715;8.068181818181818;;8.866666666666667;7.0
1573226882;Fever Pitch;Nick Hornby;1998-01-01;Riverhead Books;Fiction;Sports, Sports, Football, Soccer, Contemporary, Humor, European Literature, British Literature, Novels, Biography Memoir, Humor, Comedy;http://images.amazon.com/images/P/1573226882.01.LZZZZZZZ.jpg;;7.875;7.5;;6.0;
1573227161;Caucasia;Danzy Senna;1999-01-01;Riverhead Books;Fiction;Historical, Historical Fiction, Race, Cultural, African American, Novels, Adult Fiction, Contemporary, Academic, School, Young Adult, Coming Of Age, Family;http://images.amazon.com/images/P/1573227161.01.LZZZZZZZ.jpg;;9.0;;;;
157322751X;Shakespeare: The Invention of the Human;Harold Bloom;1999-01-01;Warner Books;Nonfiction;Criticism, Literary Criticism, Criticism, Literature, History, Reference, Biography, Poetry, Drama, Classics;http://images.amazon.com/images/P/157322751X.01.LZZZZZZZ.jpg;;;;;8.0;
1573228214;High Fidelity;Nick Hornby;2000-01-01;Riverhead Books;Fiction;Music, Contemporary, Humor, Romance, Novels, European Literature, British Literature, Literature, Humor, Comedy, Adult Fiction;http://images.amazon.com/images/P/1573228214.01.LZZZZZZZ.jpg;9.0;7.107142857142857;;;8.1;
1573229628;Prozac Nation: Young and Depressed in America;Elizabeth Wurtzel;2002-01-01;Riverhead Books;Nonfiction;Autobiography, Memoir, Psychology, Health, Mental Health, Mental Health, Mental Illness, Biography, Biography Memoir, Biography, Autobiography, Health, Literature, American;http://images.amazon.com/images/P/1573229628.01.LZZZZZZZ.jpg;;8.5;;;8.142857142857142;
1573229717;Miracle at St. Anna;James McBride;2003-01-01;Riverhead Books;Historical;Historical Fiction, Fiction, War, Cultural, Italy, Historical, War, World War II, Cultural, African American, Literary Fiction, Novels, Race;http://images.amazon.com/images/P/1573229717.01.LZZZZZZZ.jpg;;;;;10.0;
1573229865;The Dream of Scipio;Iain Pears;2003-01-01;Riverhead Books;Historical;Historical Fiction, Fiction, Mystery, Historical, Cultural, France, Literary Fiction, Historical, Medieval, Literature, Philosophy, Novels;http://images.amazon.com/images/P/1573229865.01.LZZZZZZZ.jpg;;9.0;7.0;;;
1575667215;Strawberry Shortcake Murder: A Hannah Swensen Mystery (Hannah Swensen Mysteries (Paperback));Joanne Fluke;2002-01-01;Kensington Publishing Corporation;Mystery;Mystery, Cozy Mystery, Fiction, Thriller, Mystery Thriller, Audiobook, Mystery, Crime, Food and Drink, Food, Adult, Womens Fiction, Chick Lit, Mystery, Murder Mystery;http://images.amazon.com/images/P/1575667215.01.LZZZZZZZ.jpg;;8.0;7.5;;10.0;6.0
1575667223;Blueberry Muffin Murder (Hannah Swensen Mysteries (Paperback));Joanne Fluke;2003-01-01;Kensington Publishing Corporation;Mystery;Mystery, Cozy Mystery, Fiction, Audiobook, Thriller, Mystery Thriller, Womens Fiction, Chick Lit, Adult, Mystery, Crime, Contemporary, Mystery, Murder Mystery;http://images.amazon.com/images/P/1575667223.01.LZZZZZZZ.jpg;;9.5;7.666666666666667;;9.0;
1575667649;Bound in Blood: The Erotic Journey of a Vampire;David Thomas Lord;2001-01-01;Kensington Publishing Corporation;LGBT;Gay, Paranormal, Vampires, Fiction, Adult Fiction, Erotica, Fantasy;http://images.amazon.com/images/P/1575667649.01.LZZZZZZZ.jpg;;;;;;9.0
1575668548;Flight Dreams;Michael Craft;2000-01-01;Kensington Publishing Corporation;Mystery;LGBT, LGBT, Gay, Romance, M M Romance, Fiction, Romance, Gay, Gay Fiction, Suspense, LGBT, Queer, Thriller, Mystery Thriller;http://images.amazon.com/images/P/1575668548.01.LZZZZZZZ.jpg;;7.0;;;;
1577658035;The Three Musketeers (Great Illustrated Classics);Alexandre Dumas;2002-01-01;Abdo & Daughters Publishing;Classics;Fiction, Historical, Historical Fiction, Adventure, Childrens, Historical, Literature, Young Adult, Romance, Childrens, Middle Grade;http://images.amazon.com/images/P/1577658035.01.LZZZZZZZ.jpg;;;;;8.0;
1577780728;Jesus Freaks: DC Talk and The Voice of the Martyrs - Stories of Those Who Stood For Jesus, the Ultimate Jesus Freaks;DC Talk;1999-01-01;Bethany House Publishers;Christian;Nonfiction, Biography, Religion, Christianity, Religion, Christian, Christian Non Fiction, Religion, Faith, History, Christian, Christian Living, Religion, Theology;http://images.amazon.com/images/P/1577780728.01.LZZZZZZZ.jpg;10.0;10.0;8.666666666666666;;10.0;
1578562589;Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life (Revised Edition with New Bible Study);Joanna Weaver;2000-01-01;Waterbrook Press;Christian;Nonfiction, Religion, Faith, Spirituality, Christian, Christian Living, Religion, Religion, Christianity, Christian, Christian Non Fiction, Womens, Inspirational;http://images.amazon.com/images/P/1578562589.01.LZZZZZZZ.jpg;;10.0;;;;
1579510027;The Illuminati Papers;Robert Anton Wilson;1997-01-01;Ronin Publishing (CA);Philosophy;Nonfiction, Pseudoscience, Conspiracy Theories, Psychology, Writing, Essays, Literature, Occult, Religion, Esoterica, Cultural, Counter Culture, Politics;http://images.amazon.com/images/P/1579510027.01.LZZZZZZZ.jpg;;;;;;10.0
1579546463;The South Beach Diet: The Delicious, Doctor-Designed, Foolproof Plan for Fast and Healthy Weight Loss;Arthur Agatston;2003-01-01;Rodale Books;Nonfiction;Health, Food and Drink, Cookbooks, Self Help, Food and Drink, Diets, Food and Drink, Cooking, Reference, Food and Drink, Food, Health, Nutrition, Sports, Fitness;http://images.amazon.com/images/P/1579546463.01.LZZZZZZZ.jpg;;7.666666666666667;8.272727272727273;;5.0;7.666666666666667
1580628362;Please Stop Laughing at Me: One Woman's Inspirational Story;Jodee Blanco;2003-01-01;Adams Media Corporation;Nonfiction;Autobiography, Memoir, Biography, Psychology, Biography, Autobiography, Biography Memoir, Sociology, Abuse, Education, Adult, Inspirational;http://images.amazon.com/images/P/1580628362.01.LZZZZZZZ.jpg;;8.0;7.9;;8.0;5.0
1580631606;The Stephen King Universe;Stan Wiater;2001-01-01;Renaissance Books;Horror;Nonfiction, Reference, Contemporary, Mystery, Writing, Books About Books, Suspense, Criticism, Literary Criticism;http://images.amazon.com/images/P/1580631606.01.LZZZZZZZ.jpg;;10.0;9.5;;8.0;
1581346085;The Passion of Jesus Christ: Fifty Reasons Why He Came to Die;John Piper;2004-01-01;Crossway Books;Christian;Religion, Theology, Nonfiction, Religion, Christianity, Christian, Christian Living, Religion, Religion, Faith, Christian, Christian Non Fiction, Spirituality, Inspirational;http://images.amazon.com/images/P/1581346085.01.LZZZZZZZ.jpg;;;;;9.5;
1582293082;Shoofly Pie: A Bug Man Novel (Where Your Faith Finds a Friend);Tim Downs;2003-01-01;Howard Publishing Company;Mystery;Christian Fiction, Fiction, Christian, Thriller, Suspense, Thriller, Mystery Thriller, Mystery, Crime, Adult, Contemporary;http://images.amazon.com/images/P/1582293082.01.LZZZZZZZ.jpg;;9.0;;;;8.0
1582343497;Schott's Original Miscellany;Ben Schott;2003-01-01;Bloomsbury USA;Nonfiction;Reference, Reference, Trivia, Humor, History, Anthologies, Collections, Contemporary, Historical, Science, Philosophy;http://images.amazon.com/images/P/1582343497.01.LZZZZZZZ.jpg;;;;10.0;;
1582348251;Harrius Potter et Philosophi Lapis (Harry Potter and the Philosopher's Stone, Latin edition);J. K. Rowling;2003-01-01;Bloomsbury USA Children's Books;Fantasy;Fiction, Young Adult, Fantasy, Magic, Childrens, Childrens, Middle Grade, Classics, Adventure, Audiobook, Science Fiction Fantasy;http://images.amazon.com/images/P/1582348251.01.LZZZZZZZ.jpg;;8.0;;;;
1582430543;All New People: A Novel;Anne Lamott;2000-01-01;Counterpoint Press;Fiction;Contemporary, Novels, Literary Fiction, Adult Fiction, Young Adult, Coming Of Age;http://images.amazon.com/images/P/1582430543.01.LZZZZZZZ.jpg;;;7.0;;;
1582970076;Worlds of Wonder: How to Write Science Fiction & Fantasy;David Gerrold;2001-01-01;Writer's Digest Books;Language;Writing, Nonfiction, Reference, Self Help, Reference, Research;http://images.amazon.com/images/P/1582970076.01.LZZZZZZZ.jpg;;;;;6.0;
158297103X;How to Write Science Fiction & Fantasy;Orson Scott Card;2001-01-01;Writer's Digest Books;Language;Writing, Nonfiction, Reference, How To, Self Help, Art, Crafts, Adult, Humanities, Language, Art, Reference, Research;http://images.amazon.com/images/P/158297103X.01.LZZZZZZZ.jpg;;10.0;;;;
1583224890;9-11;Noam Chomsky;2001-01-01;Seven Stories Press;Politics;Nonfiction, History, Philosophy, Politics, Political Science, War, Sociology, War, Terrorism, Writing, Essays, United States;http://images.amazon.com/images/P/1583224890.01.LZZZZZZZ.jpg;;9.0;8.11111111111111;10.0;;8.0
1583225366;Media Control: The Spectacular Achievements of Propaganda (Open Media Series);Noam Chomsky;2002-01-01;Seven Stories Press;Politics;Nonfiction, Philosophy, History, Sociology, Psychology, Culture, Society, Writing, Journalism, Politics, Political Science, Literature, American;http://images.amazon.com/images/P/1583225366.01.LZZZZZZZ.jpg;;8.0;7.0;;;
1584230703;The Medium is the Massage;Marshall McLuhan;2001-01-01;Gingko Press;Nonfiction;Philosophy, Art, Design, Sociology, Philosophy, Theory, Science, Technology, Psychology, Cultural, Politics;http://images.amazon.com/images/P/1584230703.01.LZZZZZZZ.jpg;;6.0;;;;
1584855282;The Feelings Book: The Care & Keeping of Your Emotions (American Girl (Paperback Unnumbered));Norm Bendell;2002-01-01;Pleasant Company Publications;Nonfiction;Childrens, Parenting, Self Help, Health, Childrens, Middle Grade, Reference, Psychology, Childrens, Juvenile, Psychology, Counselling;http://images.amazon.com/images/P/1584855282.01.LZZZZZZZ.jpg;;;8.0;;;
1585421774;In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road;A. C. Weisbecker;2002-01-01;Jeremy P. Tarcher;Nonfiction;Travel, Adventure, Autobiography, Memoir, Biography, Biography Memoir, Sports, Sports;http://images.amazon.com/images/P/1585421774.01.LZZZZZZZ.jpg;;9.0;;;;
1586212230;Naked;David Sedaris;2001-01-01;Time Warner Audio Major;Humor;Nonfiction, Autobiography, Memoir, Writing, Essays, Short Stories, Humor, Comedy, Biography, Audiobook, Biography Memoir, LGBT;http://images.amazon.com/images/P/1586212230.01.LZZZZZZZ.jpg;;7.0;;;;8.0
1586215809;The Big Bad Wolf: A Novel;James Patterson;2003-01-01;Time Warner Audiobooks;Mystery;Fiction, Thriller, Mystery, Crime, Suspense, Thriller, Mystery Thriller, Mystery, Detective, Mystery, Murder Mystery, Audiobook, Adult;http://images.amazon.com/images/P/1586215809.01.LZZZZZZZ.jpg;;8.0;;;;
1586215981;3rd Degree;James Patterson;2004-01-01;Time Warner Audiobooks;Mystery;Fiction, Mystery, Crime, Thriller, Suspense, Thriller, Mystery Thriller, Mystery, Murder Mystery, Audiobook, Mystery, Detective, Adult;http://images.amazon.com/images/P/1586215981.01.LZZZZZZZ.jpg;;9.5;;;;
1586638475;Julius Caesar: No Fear (No Fear Shakespeare);William Shakespeare;2003-01-01;Sparknotes;Classics;Plays, Fiction, Drama, Academic, School, Historical, Historical Fiction, Academic, Read For School, Literature, Plays, Theatre, Young Adult, High School;http://images.amazon.com/images/P/1586638475.01.LZZZZZZZ.jpg;;10.0;;;;
1588990842;Tomie, Volume 1;Junji Ito;2001-01-01;ComicsOne;Sequential Art;Manga, Horror, Sequential Art, Comics, Sequential Art, Graphic Novels, Fiction, Fantasy, Cultural, Japan, Mystery, Dark, Thriller;http://images.amazon.com/images/P/1588990842.01.LZZZZZZZ.jpg;;;;;8.0;
1588990850;Tomie, Volume 2;Junji Ito;2001-01-01;ComicsOne;Sequential Art;Manga, Horror, Sequential Art, Comics, Sequential Art, Graphic Novels, Fiction, Fantasy, Dark, Mystery, Fantasy, Paranormal, Adult;http://images.amazon.com/images/P/1588990850.01.LZZZZZZZ.jpg;;;;;8.0;
1589630947;The Lighthouse at the End of the World;Jules Verne;2001-01-01;Fredonia Books (NL);Classics;Fiction, Adventure, Science Fiction, Cultural, France, Literature, Fantasy, Novels, European Literature, French Literature, Adventure, Pirates;http://images.amazon.com/images/P/1589630947.01.LZZZZZZZ.jpg;;10.0;7.0;;;
1590170431;Dirty Snow (New York Review Books Classics);Georges Simenon;2003-01-01;New York Review of Books;Fiction;Mystery, Crime, Cultural, France, Mystery, Noir, Mystery, Cultural, Belgium, European Literature, French Literature, Novels, Classics, Literature;http://images.amazon.com/images/P/1590170431.01.LZZZZZZZ.jpg;;8.0;;;;
159052201X;Dream Giver: Following Your God-Given Destiny;Bruce Wilkinson;2003-01-01;Multnomah;Christian;Nonfiction, Self Help, Self Help, Personal Development, Spirituality, Business, Inspirational, Religion, Faith, Religion, Christianity, Leadership;http://images.amazon.com/images/P/159052201X.01.LZZZZZZZ.jpg;;10.0;;;6.0;
1591161290;Ranma 1/2 (Ranma 1/2);Rumiko Takahashi;2004-01-01;Viz Communications;Sequential Art;Manga, Sequential Art, Comics, Sequential Art, Graphic Novels, Fantasy, Romance, Fiction, Humor, Comedy, Humor, Manga, Shonen, Comics Manga;http://images.amazon.com/images/P/1591161290.01.LZZZZZZZ.jpg;10.0;;;;;
1591161304;Ranma 1/2 (Ranma 1/2);Rumiko Takahashi;2004-01-01;Viz Communications;Sequential Art;Manga, Sequential Art, Comics, Fantasy, Sequential Art, Graphic Novels, Romance, Fiction, Humor, Humor, Comedy, Manga, Shonen, Comics Manga;http://images.amazon.com/images/P/1591161304.01.LZZZZZZZ.jpg;10.0;;;;;
1591821541;Demon Diary, Book 1;Lee Chi Hyong;2003-01-01;TokyoPop;Sequential Art;Manga, Fantasy, Manga, Manhwa, Sequential Art, Graphic Novels, Sequential Art, Comics, Comics Manga, Manga, Yaoi, Young Adult, Yaoi, Shounen Ai, Paranormal, Demons;http://images.amazon.com/images/P/1591821541.01.LZZZZZZZ.jpg;;;;;8.333333333333334;
159182155X;Demon Diary, Book 2;Lee Yun Hee;2003-01-01;TokyoPop;Sequential Art;Manga, Fantasy, Manga, Manhwa, Sequential Art, Graphic Novels, Sequential Art, Comics, Comics Manga, Fiction, Yaoi, Shounen Ai, Manga, Yaoi, Manga, Shojo;http://images.amazon.com/images/P/159182155X.01.LZZZZZZZ.jpg;;;;;9.0;
1591821568;Demon Diary, Book 3;Lee Yun Hee;2003-01-01;TokyoPop;Sequential Art;Manga, Fantasy, Manga, Manhwa, Sequential Art, Graphic Novels, Sequential Art, Comics, Comics Manga, Yaoi, Shounen Ai, Fiction, Paranormal, Demons, Romance;http://images.amazon.com/images/P/1591821568.01.LZZZZZZZ.jpg;;;;;10.0;
1593070543;Ring (Ring (Dark Horse));Misao Inagaki;2003-01-01;Dark Horse Comics;Sequential Art;Manga, Horror, Sequential Art, Graphic Novels, Sequential Art, Comics, Fiction, Mystery, Manga, Seinen, Thriller, Fantasy, Paranormal, Comics Manga;http://images.amazon.com/images/P/1593070543.01.LZZZZZZZ.jpg;;8.0;;;;
1593080158;Alice's Adventures in Wonderland and Through the Looking-Glass;Lewis Carroll;2004-01-01;Barnes & Noble Books-Imports;Classics;Fantasy, Fiction, Childrens, Young Adult, Literature, Adventure, Childrens, Middle Grade, Novels, Literature, 19th Century;http://images.amazon.com/images/P/1593080158.01.LZZZZZZZ.jpg;;;;;7.0;
1593080239;Middlemarch;George Eliot;2003-01-01;Barnes & Noble Books-Imports;Classics;Fiction, Historical, Historical Fiction, Literature, Literature, 19th Century, Historical, Victorian, Novels, European Literature, British Literature, Romance, Audiobook;http://images.amazon.com/images/P/1593080239.01.LZZZZZZZ.jpg;;;6.0;;;
1593080271;Anna Karenina (Barnes & Noble Classics);Leo Tolstoy;2003-01-01;Barnes & Noble Books-Imports;Classics;Fiction, Romance, Cultural, Russia, Historical, Historical Fiction, Literature, Russian Literature, Literature, Novels, Literature, 19th Century, Historical;http://images.amazon.com/images/P/1593080271.01.LZZZZZZZ.jpg;;7.0;;;;
1593080344;The Complete Sherlock Holmes, Vol. I (Barnes & Noble Classics);Arthur Conan Doyle;2003-01-01;Barnes & Noble Books-Imports;Classics;Mystery, Fiction, Short Stories, Mystery, Crime, Literature, Thriller, Mystery Thriller, Historical, Historical Fiction, Mystery, Detective, European Literature, British Literature;http://images.amazon.com/images/P/1593080344.01.LZZZZZZZ.jpg;;;10.0;;10.0;
1593080409;The Complete Sherlock Holmes Volume II;Arthur Conan, Sir Doyle;2003-01-01;Barnes & Noble Books-Imports;Classics;Mystery, Fiction, Short Stories, Mystery, Crime, Literature, Mystery, Detective, Thriller, Mystery Thriller, Thriller, European Literature, British Literature;http://images.amazon.com/images/P/1593080409.01.LZZZZZZZ.jpg;;;;;10.0;
1593080549;The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories (Barnes & Noble Classics);Robert Lewis Stevenson;2003-01-01;Barnes & Noble Books-Imports;Classics;Fiction, Horror, Short Stories, Science Fiction, Gothic, Literature, Fantasy, Mystery, Classics, Classic Literature;http://images.amazon.com/images/P/1593080549.01.LZZZZZZZ.jpg;;8.0;;;;
1594130051;The Hobbit;J. R. R. Tolkien;2003-01-01;Large Print Press;Fantasy;Classics, Fiction, Adventure, Young Adult, Science Fiction Fantasy, Fantasy, High Fantasy, Childrens, Fantasy, Epic Fantasy, Novels;http://images.amazon.com/images/P/1594130051.01.LZZZZZZZ.jpg;;;10.0;;;
1840462507;Turing and the Universal Machine : The Making of the Modern Computer;Jon Agar;2001-01-01;Icon Books UK;Science;Nonfiction, History, Science, Technology, Computer Science, Computers, Biography, Science, Mathematics;http://images.amazon.com/images/P/1840462507.01.LZZZZZZZ.jpg;;6.0;;;;
1842322761;On the Beach;Nevil Shute;2002-01-01;House of Stratus;Fiction;Science Fiction, Apocalyptic, Post Apocalyptic, Classics, Science Fiction, Dystopia, Science Fiction, Apocalyptic, Cultural, Australia, War, Novels, Literature;http://images.amazon.com/images/P/1842322761.01.LZZZZZZZ.jpg;;;;;;10.0
1850522316;"\The Silence of the Lambs\"" and \""Red Dragon\""""";Thomas Harris;1991-01-01;Bounty Books;Horror;Fiction, Thriller, Mystery, Crime, Mystery, Suspense, Novels, Classics, Anthologies, Collections, Media Tie In;http://images.amazon.com/images/P/1850522316.01.LZZZZZZZ.jpg;;;;;;8.0
1853260401;Three Musketeers (Wordsworth Classics);Alexandre Dumas;1997-01-01;NTC/Contemporary Publishing Company;Classics;Fiction, Historical, Historical Fiction, Adventure, Cultural, France, Literature, Historical, European Literature, French Literature, Classics, Classic Literature, Novels;http://images.amazon.com/images/P/1853260401.01.LZZZZZZZ.jpg;;8.0;8.0;;9.666666666666666;
1853260738;Moll Flanders;Daniel Defoe;1999-01-01;NTC/Contemporary Publishing Company;Classics;Fiction, Literature, Historical, Historical Fiction, Literature, 18th Century, European Literature, British Literature, Novels, Classics, Classic Literature, Historical, Academic, School;http://images.amazon.com/images/P/1853260738.01.LZZZZZZZ.jpg;;7.0;2.0;;8.0;
1853261483;The Water Babies: A Fairy Tale for a Landbaby;Charles Kingsley;1999-01-01;NTC/Contemporary Publishing Company;Classics;Fantasy, Fiction, Childrens, Historical, Victorian, Literature, 19th Century, Young Adult, Fantasy, Fairy Tales, European Literature, British Literature, Literature;http://images.amazon.com/images/P/1853261483.01.LZZZZZZZ.jpg;;10.0;;;8.0;
1857880781;Snapshots from Hell: The Making of an MBA;Peter Robinson;2003-01-01;Nicholas Brealey Publishing;Business;Nonfiction, Business, Management, Education, Humor, Biography, Biography, Autobiography;http://images.amazon.com/images/P/1857880781.01.LZZZZZZZ.jpg;;;;8.0;;
185984054X;The Missionary Position: Mother Teresa in Theory and Practice;Christopher Hitchens;1997-01-01;Verso;Nonfiction;Religion, Biography, Politics, History, Religion, Atheism, Philosophy, Writing, Essays, Cultural, India, Writing, Journalism;http://images.amazon.com/images/P/185984054X.01.LZZZZZZZ.jpg;;10.0;;;;
1877741094;Zen in the Art of Writing: Essays on Creativity : Expanded;Ray Bradbury;1994-01-01;Joshua Odell Editions;Language;Writing, Nonfiction, Writing, Essays, Autobiography, Memoir, Reference, Philosophy, Art, Self Help, Writing, Books About Books, Biography;http://images.amazon.com/images/P/1877741094.01.LZZZZZZZ.jpg;;9.0;10.0;;;
1878825089;The Common Good (The Real Story Series);Noam  Chomsky;2002-01-01;Odonian Press;Politics;Nonfiction, Philosophy, Economics, Sociology, History, Writing, Essays, Social Science, Culture, Society, Politics, Political Science;http://images.amazon.com/images/P/1878825089.01.LZZZZZZZ.jpg;;8.0;8.0;;;
1879181487;Maya Cosmogenesis 2012: The True Meaning of the Maya Calendar End-Date;John Major Jenkins;1998-01-01;Bear & Company;Science;Nonfiction, History, Spirituality, Religion, Philosophy, History, Ancient History;http://images.amazon.com/images/P/1879181487.01.LZZZZZZZ.jpg;;;;;9.0;
1880216620;Speaks the Nightbird;Robert R. McCammon;2002-01-01;River City Pub.;Historical;Historical Fiction, Mystery, Horror, Fiction, Historical, Thriller, Audiobook, Paranormal, Witches, Thriller, Mystery Thriller, Mystery, Historical Mystery;http://images.amazon.com/images/P/1880216620.01.LZZZZZZZ.jpg;;8.0;;;;
188301154X;Eudora Welty : Complete Novels: The Robber Bridegroom, Delta Wedding, The Ponder Heart, Losing Battles, The Optimist's Daughter (Library of America);Eudora Welty;1998-01-01;Library of America;Fiction;Literature, American, Literature, Classics, Anthologies, Novels, Literary Fiction;http://images.amazon.com/images/P/188301154X.01.LZZZZZZZ.jpg;;;;;7.0;
1887178945;The Dancing Girl of Izu and Other Stories;Yasunari Kawabata;2002-01-01;Counterpoint Press;Cultural;Japan, Short Stories, Fiction, Asian Literature, Japanese Literature, Classics, Literature, Cultural, Asia, Nobel Prize, Literature, Asian Literature, Novels;http://images.amazon.com/images/P/1887178945.01.LZZZZZZZ.jpg;;7.0;;;10.0;
1890159190;The Mistress Manual: The Good Girl's Guide to Female Dominance;Lorelei;2000-01-01;Greenery Pr;Erotica;BDSM, Nonfiction, Sexuality, Self Help, Relationships, Adult, How To, Audiobook, Feminism, Psychology;http://images.amazon.com/images/P/1890159190.01.LZZZZZZZ.jpg;;;8.0;;8.0;
1891830430;Blankets: An Illustrated Novel;Craig Thompson;2003-01-01;Top Shelf Productions;Sequential Art;Graphic Novels, Sequential Art, Comics, Fiction, Young Adult, Romance, Graphic Novels Comics, Young Adult, Coming Of Age, Contemporary, Religion, Comics, Comic Book;http://images.amazon.com/images/P/1891830430.01.LZZZZZZZ.jpg;;7.0;9.0;;;
1892145022;Here Is New York;E. B. White;1999-01-01;Little Bookroom;Nonfiction;New York, Writing, Essays, Travel, History, Classics, Autobiography, Memoir, Geography, Cities, Literature, American, Literature;http://images.amazon.com/images/P/1892145022.01.LZZZZZZZ.jpg;;;9.0;;;
1893007162;Alcoholics Anonymous: The Story of How Many Thousands of Men and Women Have Recovered from Alcoholism;Not Applicable (Na );2002-01-01;Alcoholics Anonymous World Services;Self Help;Nonfiction, Psychology, Reference, Spirituality, Health, Inspirational, Religion, Classics, Health, Mental Health;http://images.amazon.com/images/P/1893007162.01.LZZZZZZZ.jpg;;10.0;;;;
1902602323;No Dress Rehearsal (Open Door Series);Marian Keyes;2000-01-01;New Island Books;Womens Fiction;Chick Lit, Fiction, Short Stories, Novella, Romance, Fantasy, Paranormal, European Literature, Irish Literature;http://images.amazon.com/images/P/1902602323.01.LZZZZZZZ.jpg;;7.0;4.0;;;
1903015073;The Spiral Stair;Joan Aiken;2000-01-01;Barn Owl Books;Childrens;Animals, Fantasy;http://images.amazon.com/images/P/1903015073.01.LZZZZZZZ.jpg;;;;8.0;;
1930900244;The Brothers Lionheart;Astrid Lindgren;2004-01-01;Purple House Press;Fantasy;Childrens, Classics, Fiction, European Literature, Swedish Literature, Childrens, Middle Grade, European Literature, Scandinavian Literature, Adventure, Young Adult, Cultural, Sweden;http://images.amazon.com/images/P/1930900244.01.LZZZZZZZ.jpg;;9.0;;;;
1931082197;"The Sheltering Sky/Let It Come Down/the Spider's House: Let It Come Down ; The Spider's House (Library of America)";Paul Bowles;2002-01-01;Library of America;Fiction;Novels, Adventure, Literature, Historical, Historical Fiction, Classics, Literature, 20th Century;http://images.amazon.com/images/P/1931082197.01.LZZZZZZZ.jpg;;;10.0;;;
1932234411;Ring;Koji Suzuki;2004-01-01;Vertical, Inc.;Horror;Fiction, Cultural, Japan, Asian Literature, Japanese Literature, Mystery, Thriller, Fantasy, Paranormal, Fantasy, Fantasy, Supernatural, Adult;http://images.amazon.com/images/P/1932234411.01.LZZZZZZZ.jpg;;;8.0;;;
2020416409;Ecstasy. Trois contes d'amour chimique;Irvine Welsh;2000-01-01;Seuil;Fiction;Short Stories, Contemporary, European Literature, British Literature, Literature, Cultural, Scotland, Novels, Drama, Modern, Romance;http://images.amazon.com/images/P/2020416409.01.LZZZZZZZ.jpg;;;;;3.0;
2038717001;Candide, French Edition;Voltaire;2003-01-01;Larousse;Classics;Fiction, Philosophy, Cultural, France, Literature, Humor, European Literature, French Literature, Academic, School, Literature, 18th Century, Novels;http://images.amazon.com/images/P/2038717001.01.LZZZZZZZ.jpg;;;;;9.0;
